timestamp,solar_cf,h2_tph,co2_tph,saf_tph,charge_mw,discharge_mw,battery_mwh,h2_t,co2_t,dac_heat_mwth,curtail_mw,solar_mw,electrolyzer_mw,compression_mw,dac_electricity_mw,synthesis_electricity_mw,high_temperature_heat_mwth,heater_electricity_mw,ft_heat_used_mwth,co_tph,syncrude_tph
2024-01-01 00:00:00+00:00,0.04228832394015575,0.0,41.51432112605933,6.87023413104598,0.0,0.0,3922.1351089318096,118.29532060250591,125.42319143815911,72.44010936197611,0.0,156.6758465528013,0.0,4.151432112605933,16.605728450423733,24.04581945866093,37.19529983851238,111.87286653111072,10.58853289014255,23.27014786322026,11.081022792009646
2024-01-01 01:00:00+00:00,0.0,0.0,4.117762790610992,5.343515435257984,0.0,50.28126465562303,3867.597420124583,114.48246378225086,94.73517751027826,0.0,0.0,0.0,0.0,0.4117762790610992,1.6471051162443968,18.702304023402945,28.929677652176295,29.520079236914587,8.235525581221983,18.099003893615755,8.618573282674168
2024-01-01 02:00:00+00:00,0.0,0.0,57.026057750748635,3.8167967394699893,0.0,173.3347283768214,3679.589510211302,111.75899462492582,126.89996617638987,108.16959722919586,0.0,0.0,0.0,5.702605775074864,22.810423100299456,13.358788588144963,20.664055465840214,131.46291091330212,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 03:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,3640.63401820614,109.03552546760078,104.97995622790354,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 04:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,3601.678526200978,106.31205631027574,83.05994627941722,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 05:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,3562.723034195816,103.5885871529507,61.139936330930894,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 06:00:00+00:00,0.0,0.0,57.026057750748635,3.8167967394699893,0.0,173.3347283768214,3374.715124282535,100.86511799562565,93.3047249970425,108.16959722919586,0.0,0.0,0.0,5.702605775074864,22.810423100299456,13.358788588144963,20.664055465840214,131.46291091330212,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 07:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,3335.759632277373,98.14164883830061,71.38471504855617,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 08:00:00+00:00,0.0,0.0,30.911815112400795,3.8167967394699893,0.0,106.98323432632534,3219.720022270721,95.41817968097557,77.43526107631995,55.94111195250017,0.0,0.0,0.0,3.09118151124008,12.36472604496032,13.358788588144963,20.664055465840214,78.16853818197998,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 09:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,3180.764530265559,92.69471052365053,55.51525112783362,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 10:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,3141.8090382603973,89.97124136632549,33.5952411793473,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 11:00:00+00:00,0.0,0.0,57.026057750748635,3.8167967394699893,0.0,173.3347283768214,2953.801128347116,87.24777220900044,65.7600298454589,108.16959722919586,0.0,0.0,0.0,5.702605775074864,22.810423100299456,13.358788588144963,20.664055465840214,131.46291091330212,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 12:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,2914.845636341954,84.5243030516754,43.84001989697258,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 13:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,2875.890144336792,81.80083389435036,21.92000994848632,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 14:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,2836.9346523316303,79.07736473702532,0.0,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-01 15:00:00+00:00,0.10249775512251022,2.927063610260227,66.97056538460345,5.343515435257984,0.0,0.0,2836.9346523316303,78.1915715270305,32.16478866611161,125.70560518798492,0.0,379.7483810497378,160.9884985643125,15.478247369241027,26.78822615384138,18.702304023402945,28.929677652176295,157.79110493894,8.235525581221983,18.099003893615755,8.618573282674168
2024-01-01 16:00:00+00:00,0.022423857520490954,0.0,12.915129185823275,6.745240113782666,0.0,0.0,2836.9346523316303,73.37851632326041,1.14380048548451,15.434368590547818,0.0,83.07912285608974,0.0,1.2915129185823275,5.16605167432931,23.60834039823933,36.518584917092184,53.01321786493878,10.395889781098733,22.846781030554194,10.879419538359139
2024-01-01 17:00:00+00:00,0.05280391937385818,0.0,52.736824514820675,8.271958809570663,0.0,0.0,2836.9346523316303,67.47607345656031,0.0,92.72475193962205,0.0,195.63553242055085,0.0,5.273682451482068,21.09472980592827,28.95185583349732,44.78420710342827,140.31526432964318,12.748897090019302,28.0179250001587,13.341869047694619
2024-01-01 18:00:00+00:00,0.11324124988784698,3.17873686888315,63.82513263415999,9.798677505358658,0.0,0.0,2836.9346523316303,63.66297979581335,0.0,112.54836086938012,0.0,419.5524210414095,174.83052778857325,15.91872387006545,25.530053053664,34.295371268755304,53.049829289764354,168.9777450603515,15.101904398939867,33.1890689697632,15.804318557030093
2024-01-01 19:00:00+00:00,0.20332915788344738,7.270368714082515,97.31010203025662,11.325396201146653,0.0,0.0,2836.9346523316303,62.852130317335735,23.540461762241815,177.16529235265278,0.0,753.3230209203696,399.87027927453835,31.542116345273207,38.924040812102646,39.63888670401329,61.315451476100435,243.34769778444206,17.454911707860433,38.3602129393677,18.26676806636557
2024-01-01 20:00:00+00:00,0.15150467677234764,3.8684250002239007,97.31010203025662,12.037434811695062,0.0,0.0,2836.9346523316303,58.13126312289206,42.442954907387914,176.06788517510506,0.0,561.3162518242068,212.76337501231453,21.336285203697365,38.924040812102646,42.13102184093272,65.17041320095123,246.1615289551595,18.552318885408162,40.77195662025748,19.415217438217844
2024-01-01 21:00:00+00:00,0.16079213386337804,5.82887212010425,70.57867973223632,10.510716115907066,0.0,0.0,2836.9346523316303,56.460230711258745,44.55853338836853,124.95804788798506,0.0,595.7257546486559,320.58796660573375,24.54448433353638,28.231471892894533,36.78750640567473,56.90479101461514,185.57432541081653,16.19931157648759,35.60081265065297,16.952767928882366
2024-01-01 22:00:00+00:00,0.07855796975178231,0.0,88.20232890624648,8.98399742011907,0.0,0.0,2836.9346523316303,50.0497138424512,74.24226867721411,162.55835354492592,0.0,291.0528313145655,0.0,8.820232890624649,35.280931562498594,31.44399097041675,48.63916882827906,215.50767589102549,13.846304267567028,30.42966868104847,14.49031841954689
2024-01-01 23:00:00+00:00,0.06357086079787529,0.0,70.82618330466688,7.457278724331075,0.0,0.0,2836.9346523316303,44.72858463657367,96.4943659983349,130.15906965068731,0.0,235.5264409554823,0.0,7.082618330466689,28.330473321866755,26.10047553515876,40.37354664194298,174.01287376799007,11.49329695864646,25.258524711443968,12.027868910211412
2024-01-02 00:00:00+00:00,0.0728580222095688,0.7907938382388647,70.79436701580288,5.930560028543079,0.0,0.0,2836.9346523316303,41.28763693186502,128.65915466444642,132.44844438187985,0.0,269.9348483047245,43.49366110313756,9.451818216296882,28.317746806321153,20.756960099900777,32.10792445560689,167.9146620790681,9.140289649725894,20.087380741839464,9.565419400875934
2024-01-02 01:00:00+00:00,0.0,0.0,3.3936411704026628,4.403841332755083,0.0,41.43914511644698,2791.9875887230073,38.14528305184753,103.36772511901262,0.0,0.0,0.0,0.0,0.3393641170402663,1.3574564681610652,15.41344466464279,23.842302269270803,24.32887986660286,6.7872823408053256,14.91623677223496,7.102969891540457
2024-01-02 02:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,2753.0320967178454,35.42181389452249,81.4477151705263,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-02 03:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,2714.0766047126835,32.698344737197445,59.52770522203997,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-02 04:00:00+00:00,0.0,0.0,57.026057750748635,3.8167967394699893,0.0,173.3347283768214,2526.0686947994022,29.974875579872407,91.69249388815157,108.16959722919586,0.0,0.0,0.0,5.702605775074864,22.810423100299456,13.358788588144963,20.664055465840214,131.46291091330212,5.882518272301418,12.927859924011257,6.156123773338693
2024-01-02 05:00:00+00:00,0.0,0.0,2.941259136150709,3.8167967394699893,0.0,35.91518903973074,2487.1132027942404,27.25140642254737,69.77248393966525,0.0,0.0,0.0,0.0,0.2941259136150709,1.1765036544602836,13.358788588144963,20.664055465840214,21.085770883510424,5.882518272301418,12.927859924011257,6.156123773338693
